"name","openinggross","theathers","tconst","titleType","originalTitle","isAdult","startYear","runtimeMinutes","genres","nconst","primaryName","primaryProfession","knownForTitles"
"The Perfect Storm","$41,325,042",3407,"tt0177971","movie","The Perfect Storm",FALSE,2000,130,"Action,Adventure,Drama","nm0000583","Wolfgang Petersen","director,producer,writer","tt0118571,tt0089092,tt0114069,tt0082096"
"Kung Fu Panda 3","$41,282,042",3955,"tt2267968","movie","Kung Fu Panda 3",FALSE,2016,95,"Action,Adventure,Animation","nm1868917,nm0950775",NA,NA,NA
"The Vow","$41,202,458",2958,"tt0006235","movie","The Vow",FALSE,1915,NA,"Drama","nm0853193","Stanner E.V. Taylor","writer,director,producer","tt0004356,tt0004225,tt0157746,tt0013399"
"Deep Impact","$41,152,375",3156,"tt0120647","movie","Deep Impact",FALSE,1998,120,"Action,Drama,Sci-Fi","nm0001460","Mimi Leder","producer,director,script_department","tt4669788,tt7203552,tt0119874,tt0120647"
"Once Upon a Time in Hollywood","$41,082,018",3659,"tt10708128","tvEpisode","Once Upon a Time in Hollywood",FALSE,2019,NA,"Talk-Show","nm5604534","Tamara Chambers","actress,writer,director","tt8045156,tt9542460,tt8597424,tt1635327"
"Shutter Island","$41,062,440",2991,"tt1130884","movie","Shutter Island",FALSE,2010,138,"Mystery,Thriller","nm0000217","Martin Scorsese","producer,director,actor","tt0075314,tt0099685,tt0070379,tt0490215"
"Twister","$41,059,405",2414,"tt0096321","movie","Twister",FALSE,1989,93,"Comedy,Drama","nm0021899","Michael Almereyda","director,writer,producer","tt0103706,tt3726704,tt4978710,tt5259822"
"Independence Day: Resurgence","$41,039,944",4130,"tt11929674","tvEpisode","Independence Day: Resurgence",FALSE,2020,25,"Comedy","nm3766090","Doug Walker","writer,producer,director","tt2270382,tt1635327,tt1757779,tt1746682"
"Madea Goes to Jail","$41,030,947",2032,"tt0839896","video","Madea Goes to Jail",FALSE,2006,133,"Comedy,Drama,Musical","nm1347153","Tyler Perry","writer,director,producer","tt0422093,tt0455612,tt2267998,tt1142800"
"Dune","$41,011,174",4125,"tt0087182","movie","Dune",FALSE,1984,137,"Action,Adventure,Sci-Fi","nm0000186","David Lynch","writer,director,producer","tt0460829,tt0166924,tt0105665,tt0098936"
"Casino Royale","$40,833,156",3434,"tt0061452","movie","Casino Royale",FALSE,1967,131,"Comedy","nm0346436,nm0400731,nm0001379,nm0569825,nm0663577,nm0848234",NA,NA,NA
"Paranormal Activity 2","$40,678,424",3216,"tt1536044","movie","Paranormal Activity 2",FALSE,2010,91,"Horror,Mystery","nm0931095","Tod Williams","director,writer,actor","tt0775440,tt1536044,tt0168449,tt0348593"
"Friday the 13th","$40,570,365",3105,"tt0001632","short","Friday the 13th",FALSE,1911,NA,"Comedy,Short","\N",NA,NA,NA
"Grown Ups","$40,506,562",3534,"tt0157228","tvSeries","Grown Ups",FALSE,1997,30,"Comedy","nm0207994","Angie de Chastelai Smith","director,assistant_director,production_manager","tt1888075,tt0088512,tt0108803,tt0094412"
"G.I. Joe: Retaliation","$40,501,814",3719,"tt12702930","tvEpisode","G.I. Joe: Retaliation",FALSE,2014,NA,"Comedy","\N",NA,NA,NA
"Batman","$40,489,746",2194,"tt0035665","movie","Batman",FALSE,1943,260,"Action,Crime,Family","nm0385171","Lambert Hillyer","director,writer,assistant_director","tt0035665,tt0026443,tt0029597,tt0018548"
"The Mummy: Tomb of the Dragon Emperor","$40,457,770",3760,"tt0859163","movie","The Mummy: Tomb of the Dragon Emperor",FALSE,2008,112,"Action,Adventure,Fantasy","nm0003418","Rob Cohen","producer,director,actor","tt0106770,tt0295701,tt0116136,tt0382992"
"The Conjuring 2","$40,406,314",3343,"tt26458383","tvEpisode","The Conjuring 2",FALSE,2016,NA,"Talk-Show","\N",NA,NA,NA
"Glass","$40,328,920",3841,"tt0052852","short","Glas",FALSE,1958,11,"Documentary,Short","nm0351842","Bert Haanstra","director,writer,editor","tt0051600,tt0042990,tt0056722,tt0052852"
"The Last Airbender","$40,325,019",3169,"tt0938283","movie","The Last Airbender",FALSE,2010,103,"Action,Adventure,Family","nm0796117","M. Night Shyamalan","producer,director,writer","tt0286106,tt0368447,tt0452637,tt0167404"
"Daredevil","$40,310,419",3471,"tt0228874","short","Smelchak",FALSE,1919,NA,"Short","nm0621503,nm0877199",NA,NA,NA
"Power Rangers","$40,300,288",3693,"tt0932757","tvEpisode","Power Rangers",FALSE,2007,NA,"Comedy","\N",NA,NA,NA
"Insidious: Chapter 2","$40,272,103",3049,"tt2226417","movie","Insidious: Chapter 2",FALSE,2013,106,"Horror,Mystery,Thriller","nm1490123","James Wan","producer,writer,director","tt0387564,tt3065204,tt1477834,tt2820852"
"Scary Movie 4","$40,222,875",3602,"tt0362120","movie","Scary Movie 4",FALSE,2006,83,"Comedy","nm0001878","David Zucker","writer,producer,director","tt0080339,tt0088286,tt0102510,tt0362120"
"Safe House","$40,172,720",3119,"tt0120051","movie","Safe House",FALSE,1998,112,"Drama,Thriller","nm0821451","Eric Steven Stahl","writer,director,producer","tt0489085,tt2390245,tt0101874,tt0120051"
"Charlie's Angels","$40,128,550",3037,"tt0073972","tvSeries","Charlie's Angels",FALSE,1976,60,"Action,Adventure,Crime","nm0084642,nm0610303,nm0356396,nm0229697,nm0364252,nm0140270,nm0094120,nm0070807,nm0230529,nm0485889,nm0111996,nm0042509,nm0822570,nm0446059,nm0092853,nm0543129,nm0113617,nm0566671,nm0149548,nm0056191,nm0232702,nm0918659,nm0829579,nm0766191,nm0236329,nm0786989,nm0239291,nm0679013,nm0085353",NA,NA,NA
"The Fast and the Furious","$40,089,015",2628,"tt0046969","movie","The Fast and the Furious",FALSE,1954,73,"Crime,Drama,Film-Noir","nm0409869,nm0760170",NA,NA,NA
"Cloverfield","$40,058,229",3411,"tt1060277","movie","Cloverfield",FALSE,2008,85,"Action,Adventure,Horror","nm0716257","Matt Reeves","producer,writer,director","tt1228987,tt2103281,tt1877830,tt3450958"
"Halloween Ends","$40,050,355",3901,"tt10665342","movie","Halloween Ends",FALSE,2022,111,"Horror,Thriller","nm0337773","David Gordon Green","producer,director,writer","tt10665338,tt2195548,tt1502407,tt2382396"
"Chicken Little","$40,049,778",3654,"tt0035733","short","Chicken Little",FALSE,1943,8,"Animation,Comedy,Family","nm0194018,nm0314671",NA,NA,NA
"Click","$40,011,365",3749,"tt0142030","tvSeries","Click",FALSE,1997,30,"Family,Game-Show","nm0565214,nm0380905",NA,NA,NA
"Split","$40,010,975",3038,"tt0098374","movie","Split",FALSE,1989,85,"Comedy,Drama,Mystery","nm0789651","Chris Shaw","actor,editor,director","tt0902290,tt0098374,tt1344748,tt0099590"
"50 First Dates","$39,852,237",3591,"tt0343660","movie","50 First Dates",FALSE,2004,99,"Comedy,Drama,Romance","nm0781842","Peter Segal","director,producer,writer","tt0425061,tt8242084,tt0110622,tt2126357"
"Wild Hogs","$39,699,023",3287,"tt0486946","movie","Wild Hogs",FALSE,2007,100,"Action,Adventure,Comedy","nm0065608","Walt Becker","director,producer,writer","tt1684734,tt0283111,tt0486946,tt0976238"
"Sherlock Holmes: A Game of Shadows","$39,637,079",3703,"tt1515091","movie","Sherlock Holmes: A Game of Shadows",FALSE,2011,129,"Action,Adventure,Mystery","nm0005363","Guy Ritchie","writer,director,producer","tt0988045,tt1638355,tt0120735,tt0208092"
"The Waterboy","$39,414,071",2664,"tt0120484","movie","The Waterboy",FALSE,1998,90,"Comedy,Sport","nm0178997","Frank Coraci","director,actor,producer","tt0327437,tt0389860,tt0120484,tt0120888"
"Rio 2","$39,327,869",3948,"tt10766736","tvEpisode","Rio 2",FALSE,2019,NA,"Music","nm5456288","Raqi Lily","producer,director,assistant_director","tt4366170,tt11207736,tt10288502,tt9466198"
"Rio","$39,225,962",3826,"tt0031863","movie","Rio",FALSE,1939,77,"Crime,Drama,Romance","nm0103975","John Brahm","director,assistant_director,production_manager","tt0039829,tt0037024,tt0052520,tt0044905"
"Taken 3","$39,201,657",3594,"tt10857260","tvEpisode","Taken 3",FALSE,NA,NA,"Talk-Show","\N",NA,NA,NA
"The Break-Up","$39,172,785",3070,"tt0164842","movie","Razlom",FALSE,1929,NA,"Drama","nm0952646","Lev Zamkovoy","director,writer,actor","tt21374928,tt0164842,tt0049512,tt21822558"
"The Good Dinosaur","$39,155,217",3749,"tt11343666","tvEpisode","The Good Dinosaur",FALSE,2015,NA,"Animation,Comedy,Family","nm2088529","Dane Boedigheimer","actor,writer,director","tt11225340,tt21295222,tt1715368,tt2114184"
"Ocean's Twelve","$39,153,380",3290,"tt0349903","movie","Ocean's Twelve",FALSE,2004,125,"Crime,Thriller","nm0001752","Steven Soderbergh","producer,director,cinematographer","tt0195685,tt1291580,tt0098724,tt0181865"
"The Grudge","$39,128,715",3245,"tt0005431","short","The Grudge",FALSE,1915,20,"Short,Western","nm0366586","William S. Hart","actor,director,producer","tt0008362,tt0009550,tt0009600,tt0010476"
"Magic Mike","$39,127,170",2930,"tt11935408","tvEpisode","Magic Mike",FALSE,2016,NA,"Comedy","nm4267320","Henry Boffin","writer,director,producer","tt10333358,tt10305444,tt5350252,tt3786822"
"Onward","$39,119,861",4310,"tt11749214","short","Onward",FALSE,2020,12,"Short","nm11335229,nm11040145,nm4163899,nm8717601",NA,NA,NA
"The Heat","$39,115,043",3181,"tt0396047","tvEpisode","The Heat",FALSE,1989,120,"Action,Adventure,Comedy","nm0897794","Reynaldo Villalobos","cinematographer,director,camera_department","tt0479537,tt0086200,tt0806203,tt0093894"
"Kingsman: The Golden Circle","$39,023,010",4003,"tt13624550","tvEpisode","Kingsman: The Golden Circle",FALSE,2017,20,"Comedy,Talk-Show","\N",NA,NA,NA
"Morbius","$39,005,895",4268,"tt18974222","tvEpisode","Morbius",FALSE,2022,NA,"Talk-Show","\N",NA,NA,NA
"Dinosaur","$38,854,851",3257,"tt0106726","short","Dinosaur",FALSE,1993,NA,"Animation,Short","nm0915016","Sarah Watt","director,animation_department,writer","tt1245358,tt0114475,tt0382806,tt0304346"
"Daddy's Home","$38,740,203",3271,"tt0550048","tvEpisode","Daddy's Home",FALSE,2004,NA,"Comedy","\N",NA,NA,NA
"Get Smart","$38,683,480",3911,"tt0058805","tvSeries","Get Smart",FALSE,1965,25,"Action,Adventure,Comedy","nm0649188,nm0082676,nm0046172,nm0394409,nm0068691,nm0018354,nm0567757,nm0606593,nm0004105,nm0916977,nm0724504,nm0141225,nm0753103,nm0911926,nm0008030,nm0587804,nm0739987,nm0010915,nm0791206,nm0070807,nm0464506,nm0091575,nm0494903,nm0325476,nm0625379,nm0266144,nm0001149,nm0431454,nm0706347",NA,NA,NA
"Fifty Shades Freed","$38,560,195",3768,"tt10043328","tvEpisode","Fifty Shades Freed",FALSE,2019,NA,"Comedy","\N",NA,NA,NA
"You Don't Mess with the Zohan","$38,531,374",3462,"tt0960144","movie","You Don't Mess with the Zohan",FALSE,2008,113,"Action,Comedy","nm0240797","Dennis Dugan","actor,director,producer","tt0960144,tt0077070,tt0142342,tt0116483"
"The Legend of Tarzan","$38,527,856",3561,"tt0283754","tvSeries","The Legend of Tarzan",FALSE,2001,22,"Action,Adventure,Animation","nm0084190,nm0521425,nm0533557,nm1989960,nm1006989,nm0012368,nm0177328",NA,NA,NA
"Over the Hedge","$38,457,003",4059,"tt0257990","short","The Other Side of the Hedge",FALSE,1905,2,"Comedy,Short","nm0280432","Lewin Fitzhamon","director,writer,actor","tt2141791,tt1999864,tt2082477,tt2104113"
"The Cat in the Hat","$38,329,160",3464,"tt0284714","tvMovie","The Cat in the Hat",FALSE,1971,30,"Animation,Comedy,Family","nm0695462","Hawley Pratt","animation_department,director,writer","tt0053488,tt1607689,tt0060029,tt0063939"
"Alien vs. Predator","$38,291,056",3395,"tt0370263","movie","AVP: Alien vs. Predator",FALSE,2004,101,"Action,Adventure,Horror","nm0027271","Paul W.S. Anderson","writer,producer,director","tt1509767,tt0119081,tt0318627,tt0113855"
"The Angry Birds Movie","$38,155,177",3932,"tt11362228","tvEpisode","The Angry Birds Movie",FALSE,2015,NA,"Animation,Comedy,Family","nm2088529","Dane Boedigheimer","actor,writer,director","tt11225340,tt21295222,tt1715368,tt2114184"
"The Bourne Legacy","$38,142,825",3745,"tt1194173","movie","The Bourne Legacy",FALSE,2012,135,"Action,Adventure,Thriller","nm0006904","Tony Gilroy","writer,producer,director","tt0465538,tt1135487,tt2872718,tt3748528"
"Ocean's Eleven","$38,107,822",3075,"tt0054135","movie","Ocean's Eleven",FALSE,1960,127,"Comedy,Crime,Music","nm0587277","Lewis Milestone","director,writer,producer","tt0018515,tt0020629,tt0021890,tt0056264"
"Rango","$38,079,323",3917,"tt0061288","tvSeries","Rango",FALSE,1967,30,"Comedy,Western","nm0325476,nm0485647",NA,NA,NA
"Inglourious Basterds","$38,054,676",3165,"tt0361748","movie","Inglourious Basterds",FALSE,2009,153,"Adventure,Drama,War","nm0000233","Quentin Tarantino","writer,actor,producer","tt0105236,tt7131622,tt0110912,tt0116367"
"Bee Movie","$38,021,044",3928,"tt0389790","movie","Bee Movie",FALSE,2007,91,"Adventure,Animation,Comedy","nm0971239,nm9054338",NA,NA,NA
"Ace Ventura: When Nature Calls","$37,804,076",2652,"tt0112281","movie","Ace Ventura: When Nature Calls",FALSE,1995,90,"Adventure,Comedy,Crime","nm0644203","Steve Oedekerk","writer,producer,actor","tt0240468,tt0112281,tt0315327,tt0414853"
"Charlie's Angels: Full Throttle","$37,634,221",3459,"tt0305357","movie","Charlie's Angels: Full Throttle",FALSE,2003,106,"Action,Adventure,Comedy","nm0629334","McG","producer,miscellaneous,director","tt0305357,tt0438488,tt2172934,tt11024272"
"Hop","$37,543,710",3579,"tt0298911","movie","Hop",FALSE,2002,106,"Comedy,Drama","nm0822012","Dominique Standaert","producer,director,writer","tt0298911,tt0117865,tt1008911,tt0176687"
"Gone Girl","$37,513,109",3014,"tt10948692","tvEpisode","Gone Girl",FALSE,2018,NA,"Drama","nm10982155","Michael Gadlin","writer,assistant_director,miscellaneous","tt10947226"
"District 9","$37,354,308",3049,"tt1136608","movie","District 9",FALSE,2009,112,"Action,Sci-Fi,Thriller","nm0088955","Neill Blomkamp","director,writer,visual_effects","tt1823672,tt1136608,tt13392012,tt1535108"
"Pacific Rim","$37,285,325",3275,"tt12700044","tvEpisode","Pacific Rim",FALSE,2013,NA,"Comedy","\N",NA,NA,NA
"Dungeons & Dragons: Honor Among Thieves","$37,205,784",3855,"tt24325838","tvEpisode","Dungeons & Dragons: Honor Among Thieves",FALSE,2023,NA,"Comedy","nm2302136","Max Dionne","director,producer,editor","tt1186370,tt2610260,tt0389790,tt5096802"
"Mr. Deeds","$37,162,787",3231,"tt0280590","movie","Mr. Deeds",FALSE,2002,96,"Comedy,Romance","nm0109359","Steven Brill","writer,producer,actor","tt0110006,tt0104868,tt9036126,tt0185431"
"Annabelle","$37,134,255",3185,"tt0190973","short","Annabelle",FALSE,1999,NA,"Drama,Short","nm0150649","Brian Champeau","director,writer,producer","tt0190973"
"Air Force One","$37,132,505",2919,"tt0118571","movie","Air Force One",FALSE,1997,124,"Action,Drama,Thriller","nm0000583","Wolfgang Petersen","director,producer,writer","tt0118571,tt0089092,tt0114069,tt0082096"
"S.W.A.T.","$37,062,535",3202,"tt0072560","tvSeries","S.W.A.T.",FALSE,1975,50,"Action,Crime,Drama","nm0094120,nm0566671,nm0506215,nm0070807,nm0082676,nm0046172,nm0186305,nm0595229,nm0266144,nm0170225,nm0482881,nm0068691,nm0446059,nm0186091,nm0568535,nm0738180,nm0918659",NA,NA,NA
"Oblivion","$37,054,485",3783,"tt0110706","movie","Oblivion",FALSE,1994,94,"Adventure,Comedy,Crime","nm0006787","Sam Irvin","director,producer,soundtrack","tt0265171,tt0120684,tt0101983,tt0414731"
"Maleficent: Mistress of Evil","$36,948,713",3790,"tt11101466","tvEpisode","Maleficent: Mistress of Evil",FALSE,2019,NA,"Talk-Show","\N",NA,NA,NA
"Red Dragon","$36,540,945",3357,"tt0251518","movie","Kokkinos drakos",FALSE,1998,115,"Crime","nm0543647","Manousos Manousakis","director,producer,writer","tt0251518,tt0254127,tt0289598,tt0090031"
"Cowboys & Aliens","$36,431,290",3750,"tt0409847","movie","Cowboys & Aliens",FALSE,2011,119,"Action,Drama,Sci-Fi","nm0269463","Jon Favreau","producer,actor,writer","tt4154796,tt0117802,tt2883512,tt0371746"
"Freddy vs. Jason","$36,400,000",3014,"tt0329101","movie","Freddy vs. Jason",FALSE,2003,97,"Action,Horror","nm0950553","Ronny Yu","director,producer,writer","tt0329101,tt0446059,tt0144120,tt0106342"
"Interview with the Vampire: The Vampire Chronicles","$36,389,705",2604,"tt0110148","movie","Interview with the Vampire: The Vampire Chronicles",FALSE,1994,123,"Drama,Fantasy,Horror","nm0001403","Neil Jordan","writer,producer,director","tt0411195,tt0104036,tt0117039,tt2639336"
"Marley & Me","$36,357,586",3480,"tt0822832","movie","Marley & Me",FALSE,2008,111,"Drama,Family","nm0291205","David Frankel","production_manager,producer,director","tt0458352,tt0185906,tt1196956,tt0096566"
"21 Jump Street","$36,302,612",3121,"tt0092312","tvSeries","21 Jump Street",FALSE,1987,60,"Crime,Drama,Mystery","nm0543129,nm0002573,nm0926215,nm0599624,nm0452129,nm0269899,nm0176448,nm0638354,nm0002413,nm0789834,nm0005522,nm0103523,nm0217938,nm0817878,nm0066548,nm0733227,nm0003733,nm0003163,nm0927296,nm0564260,nm0197819,nm0877427,nm0101385,nm0393661,nm0791045,nm0935727,nm0905237,nm0041710,nm0410769,nm0253531,nm0551106,nm0931736",NA,NA,NA
"Kingsman: The Secret Service","$36,206,331",3204,"tt2802144","movie","Kingsman: The Secret Service",FALSE,2014,129,"Action,Adventure,Comedy","nm0891216","Matthew Vaughn","producer,director,writer","tt2802144,tt1250777,tt0375912,tt1270798"
"Jumanji: Welcome to the Jungle","$36,169,328",3765,"tt11372182","tvEpisode","Jumanji: Welcome to the Jungle",FALSE,2019,NA,"Comedy","\N",NA,NA,NA
"Alien: Covenant","$36,160,621",3761,"tt14437248","tvEpisode","Alien: Covenant",FALSE,2021,NA,"Comedy","\N",NA,NA,NA
"Ocean's Thirteen","$36,133,403",3565,"tt0496806","movie","Ocean's Thirteen",FALSE,2007,122,"Crime,Thriller","nm0001752","Steven Soderbergh","producer,director,cinematographer","tt0195685,tt1291580,tt0098724,tt0181865"
"Dumb and Dumber To","$36,111,775",3154,"tt2096672","movie","Dumb and Dumber To",FALSE,2014,109,"Comedy","nm0125803,nm0268380",NA,NA,NA
"Armageddon","$36,089,972",3127,"tt0064039","movie","Armageddon",FALSE,1969,NA,"Action,Sci-Fi","\N",NA,NA,NA
"The Scorpion King","$36,075,875",3444,"tt0277296","movie","The Scorpion King",FALSE,2002,92,"Action,Adventure,Fantasy","nm0751080","Chuck Russell","director,producer,writer","tt0093629,tt0277296,tt0116213,tt0110475"
"Robin Hood","$36,063,385",3503,"tt0002465","short","Robin Hood",FALSE,1912,30,"Adventure,Drama,Romance","nm0085133,nm0036048",NA,NA,NA
"Robots","$36,045,301",3776,"tt0358082","movie","Robots",FALSE,2005,91,"Adventure,Animation,Comedy","nm0917188,nm0757858",NA,NA,NA
"The Equalizer 2","$36,011,640",3388,"tt29195242","tvEpisode","The Equalizer 2",FALSE,2019,NA,"Documentary","nm3452060","Gavin Salkeld","composer,director,sound_department","tt9584830,tt11373836,tt2557424,tt8617064"
"Salt","$36,011,243",3612,"tt0286035","movie","Salt",FALSE,2000,78,"\N","nm0994469,nm0994508,nm0994313,nm0503705,nm0994420",NA,NA,NA
"Star Wars: Episode IV - A New Hope1997 Special Edition","$35,906,661",2104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10,000 BC","$35,867,488",3410,"tt0443649","movie","10,000 BC",FALSE,2008,109,"Action,Adventure,Drama","nm0000386","Roland Emmerich","writer,producer,director","tt1628841,tt0120685,tt0116629,tt0319262"
"Rampage","$35,753,093",4101,"tt0057447","movie","Rampage",FALSE,1963,98,"Adventure,Romance","nm0439597","Phil Karlson","director,assistant_director,writer","tt0053901,tt0056449,tt0060980,tt0051328"
"Minority Report","$35,677,125",3001,"tt0181689","movie","Minority Report",FALSE,2002,145,"Action,Crime,Mystery","nm0000229","Steven Spielberg","producer,writer,director","tt0108052,tt0082971,tt0083866,tt0120815"
"Sweet Home Alabama","$35,648,740",3293,"tt0256415","movie","Sweet Home Alabama",FALSE,2002,108,"Comedy,Romance","nm0855035","Andy Tennant","producer,director,writer","tt0386588,tt0770752,tt0256415,tt0120631"
