"name","openinggross","theathers","tconst","titleType","primaryTitle","isAdult","startYear","endYear","runtimeMinutes","genres"
"Madea's Family Reunion","$30,030,661",2194,"tt0359639","video","Madea's Family Reunion",FALSE,2002,NA,134,"Comedy,Drama,Music"
"Bullet Train","$30,030,156",4357,"tt12593682","movie","Bullet Train",FALSE,2022,NA,127,"Action,Comedy,Thriller"
"Scream","$30,018,805",3664,"tt0086262","movie","Scream",FALSE,1981,NA,82,"Horror,Mystery"
"Meg 2: The Trench","$30,002,735",3503,"tt9224104","movie","Meg 2: The Trench",FALSE,2023,NA,116,"Action,Adventure,Horror"
"The Purge: Anarchy","$29,816,675",2805,"tt2975578","movie","The Purge: Anarchy",FALSE,2014,NA,103,"Action,Horror,Sci-Fi"
"Elysium","$29,807,393",3284,"tt0091005","movie","Elysium",FALSE,1987,NA,118,"Drama,War"
"Hercules","$29,800,263",3595,"tt0085672","movie","Hercules",FALSE,1983,NA,98,"Adventure,Fantasy,History"
"Constantine","$29,769,098",3006,"tt0360486","movie","Constantine",FALSE,2005,NA,121,"Action,Fantasy,Horror"
"What Lies Beneath","$29,702,959",2813,"tt0161081","movie","What Lies Beneath",FALSE,2000,NA,130,"Drama,Horror,Mystery"
"The Flintstones","$29,688,730",2498,"tt0053502","tvSeries","The Flintstones",FALSE,1960,1966,26,"Adventure,Animation,Comedy"
"Dark Shadows","$29,685,274",3755,"tt0036744","short","Dark Shadows",FALSE,1944,NA,21,"Crime,Drama,Short"
"Daddy's Home 2","$29,651,193",3575,"tt14091938","tvEpisode","Daddy's Home 2",FALSE,NA,NA,NA,"Talk-Show"
"Creed","$29,632,823",3404,"tt0487084","short","Creed",FALSE,2005,NA,1,"Short"
"Elemental","$29,602,429",4035,"tt11590642","short","Elemental",FALSE,2020,NA,5,"Mystery,Short,Thriller"
"Insidious: The Last Key","$29,581,355",3116,"tt5726086","movie","Insidious: The Last Key",FALSE,2018,NA,103,"Horror,Mystery,Thriller"
"Justin Bieber: Never Say Never","$29,514,054",3105,"tt1702443","movie","Justin Bieber: Never Say Never",FALSE,2011,NA,105,"Documentary,Music"
"Ghostbusters II","$29,472,894",2410,"tt0097428","movie","Ghostbusters II",FALSE,1989,NA,108,"Action,Comedy,Fantasy"
"Scooby-Doo 2: Monsters Unleashed","$29,438,331",3312,"tt0331632","movie","Scooby-Doo 2: Monsters Unleashed",FALSE,2004,NA,93,"Adventure,Comedy,Family"
"Indiana Jones and the Last Crusade","$29,355,021",2327,"tt0097576","movie","Indiana Jones and the Last Crusade",FALSE,1989,NA,127,"Action,Adventure"
"A.I. Artificial Intelligence","$29,352,630",3242,"tt0212720","movie","A.I. Artificial Intelligence",FALSE,2001,NA,146,"Drama,Sci-Fi"
"Now You See Me","$29,350,389",2925,"tt0503688","tvEpisode","Now You See Me",FALSE,1996,NA,60,"Comedy,Drama,Family"
"Beverly Hills Chihuahua","$29,300,465",3215,"tt1014775","movie","Beverly Hills Chihuahua",FALSE,2008,NA,91,"Adventure,Comedy,Drama"
"Why Did I Get Married Too?","$29,289,537",2155,"tt1391137","movie","Why Did I Get Married Too?",FALSE,2010,NA,121,"Comedy,Drama,Romance"
"Think Like a Man Too","$29,241,911",2225,"tt2239832","movie","Think Like a Man Too",FALSE,2014,NA,106,"Comedy,Romance"
"The Muppets","$29,239,026",3440,"tt1204342","movie","The Muppets",FALSE,2011,NA,120,"Adventure,Comedy,Family"
"The Lone Ranger","$29,210,849",3904,"tt0030382","movie","The Lone Ranger",FALSE,1938,NA,264,"Western"
"Eagle Eye","$29,150,721",3510,"tt1059786","movie","Eagle Eye",FALSE,2008,NA,118,"Action,Mystery,Thriller"
"Toy Story","$29,140,617",2457,"tt0114709","movie","Toy Story",FALSE,1995,NA,81,"Adventure,Animation,Comedy"
"The Texas Chainsaw Massacre","$29,100,000",3016,"tt0296891","videoGame","The Texas Chainsaw Massacre",FALSE,1983,NA,NA,"Action,Horror"
"Spy","$29,085,719",3711,"tt0098378","tvMovie","Spy",FALSE,1989,NA,88,"Thriller"
"Terminator: Dark Fate","$29,033,832",4086,"tt11197458","tvEpisode","Terminator: Dark Fate",FALSE,2019,NA,NA,"Talk-Show"
"Allegiant","$29,027,348",3740,"tt11358326","tvEpisode","Allegiant",FALSE,2015,NA,NA,"Animation,Comedy,Family"
"Doctor Dolittle","$29,014,324",2777,"tt0061584","movie","Doctor Dolittle",FALSE,1967,NA,152,"Adventure,Comedy,Family"
"The Santa Clause 2","$29,008,696",3350,"tt0304669","movie","The Santa Clause 2",FALSE,2002,NA,104,"Comedy,Family,Fantasy"
"Paranormal Activity 4","$29,003,866",3412,"tt2109184","movie","Paranormal Activity 4",FALSE,2012,NA,88,"Horror,Mystery"
"Jackass Number Two","$29,002,002",3059,"tt0493430","movie","Jackass Number Two",FALSE,2006,NA,92,"Action,Comedy,Documentary"
"Inside Man","$28,954,945",2818,"tt0454848","movie","Inside Man",FALSE,2006,NA,129,"Crime,Drama,Mystery"
"Cast Away","$28,883,406",2774,"tt0162222","movie","Cast Away",FALSE,2000,NA,143,"Adventure,Drama,Romance"
"Non-Stop","$28,875,635",3090,"tt0180016","movie","Non-Stop",TRUE,1984,NA,NA,"Adult"
"Miss Peregrine's Home for Peculiar Children","$28,871,140",3522,"tt13459466","tvEpisode","Miss Peregrine's Home for Peculiar Children",FALSE,2020,NA,15,"Comedy,Documentary,Mystery"
"Edge of Tomorrow","$28,760,246",3490,"tt13593826","tvEpisode","Edge of Tomorrow",FALSE,2015,NA,NA,"Documentary,Short"
"Murder on the Orient Express","$28,681,472",3341,"tt0071877","movie","Murder on the Orient Express",FALSE,1974,NA,128,"Crime,Drama,Mystery"
"Titanic","$28,638,131",2674,"tt0036443","movie","Titanic",FALSE,1943,NA,85,"Action,Drama,History"
"Meet the Parents","$28,623,300",2614,"tt0104844","movie","Meet the Parents",FALSE,1992,NA,75,"Comedy"
"Obsessed","$28,612,730",2514,"tt0075685","movie","Obsessed",TRUE,1977,NA,75,"Adult,Crime,Drama"
"The Expendables 2","$28,591,370",3316,"tt1764651","movie","The Expendables 2",FALSE,2012,NA,103,"Action,Adventure,Thriller"
"Alita: Battle Angel","$28,525,613",3790,"tt0437086","movie","Alita: Battle Angel",FALSE,2019,NA,122,"Action,Adventure,Sci-Fi"
"Boo! A Madea Halloween","$28,501,448",2260,"tt5325452","movie","Boo! A Madea Halloween",FALSE,2016,NA,103,"Comedy,Drama,Horror"
"Anchorman: The Legend of Ron Burgundy","$28,416,365",3091,"tt0357413","movie","Anchorman: The Legend of Ron Burgundy",FALSE,2004,NA,94,"Comedy"
"Mama","$28,402,310",2647,"tt0041039","tvSeries","Mama",FALSE,1949,1957,30,"Comedy,Drama,Family"
"Free Guy","$28,365,416",4165,"tt15254252","tvEpisode","Free Guy",FALSE,2021,NA,7,"Comedy,Talk-Show"
"Nacho Libre","$28,309,599",3070,"tt0457510","movie","Nacho Libre",FALSE,2006,NA,92,"Comedy,Family,Sport"
"Horrible Bosses","$28,302,165",3040,"tt12177972","tvEpisode","Horrible Bosses",FALSE,2019,NA,NA,"Comedy"
"The Invisible Man","$28,205,665",3610,"tt0024184","movie","The Invisible Man",FALSE,1933,NA,71,"Horror,Sci-Fi"
"Erin Brockovich","$28,138,465",2848,"tt0195685","movie","Erin Brockovich",FALSE,2000,NA,131,"Biography,Drama"
"Pacific Rim: Uprising","$28,116,535",3708,"tt2557478","movie","Pacific Rim: Uprising",FALSE,2018,NA,111,"Action,Adventure,Fantasy"
"Starsky & Hutch","$28,103,367",3185,"tt0335438","movie","Starsky & Hutch",FALSE,2004,NA,101,"Comedy,Crime"
"Sin City","$28,100,000",3230,"tt0183789","movie","Sin City",TRUE,1986,NA,NA,"Adult"
"Teenage Mutant Ninja Turtles: Mutant Mayhem","$28,007,544",3858,"tt28691945","tvEpisode","Teenage Mutant Ninja Turtles: Mutant Mayhem",FALSE,2023,NA,NA,"Talk-Show"
"Back to the Future Part II","$27,835,125",1865,"tt0096874","movie","Back to the Future Part II",FALSE,1989,NA,108,"Adventure,Comedy,Sci-Fi"
"Hairspray","$27,800,000",3121,"tt0095270","movie","Hairspray",FALSE,1988,NA,92,"Comedy,Drama,Family"
"The Matrix","$27,788,331",2849,"tt0133093","movie","The Matrix",FALSE,1999,NA,136,"Action,Sci-Fi"
"He's Just Not That Into You","$27,785,487",3175,"tt1001508","movie","He's Just Not That Into You",FALSE,2009,NA,129,"Comedy,Drama,Romance"
"Mamma Mia!","$27,751,240",2976,"tt0795421","movie","Mamma Mia!",FALSE,2008,NA,108,"Comedy,Musical,Romance"
"Big Momma's House 2","$27,736,056",3261,"tt0421729","movie","Big Momma's House 2",FALSE,2006,NA,99,"Comedy,Crime"
"Jarhead","$27,726,210",2411,"tt0418763","movie","Jarhead",FALSE,2005,NA,125,"Biography,Drama,War"
"Along Came Polly","$27,721,185",2984,"tt0343135","movie","Along Came Polly",FALSE,2004,NA,90,"Comedy,Romance"
"Wild Wild West","$27,687,484",3342,"tt0120891","movie","Wild Wild West",FALSE,1999,NA,106,"Action,Comedy,Sci-Fi"
"Daddy Day Care","$27,623,580",3370,"tt0317303","movie","Daddy Day Care",FALSE,2003,NA,92,"Comedy,Family"
"The Ugly Truth","$27,605,576",2882,"tt0520665","tvEpisode","The Ugly Truth",FALSE,2001,NA,NA,"Comedy"
"Cheaper by the Dozen","$27,557,647",3298,"tt0042327","movie","Cheaper by the Dozen",FALSE,1950,NA,86,"Comedy,Drama,Family"
"Wonder","$27,547,866",3096,"tt0289627","short","Wonder",FALSE,2001,NA,31,"Drama,Romance,Short"
"The Devil Wears Prada","$27,537,244",2847,"tt0458352","movie","The Devil Wears Prada",FALSE,2006,NA,109,"Comedy,Drama"
"Space Jam","$27,528,529",2650,"tt0117705","movie","Space Jam",FALSE,1996,NA,88,"Adventure,Animation,Comedy"
"After Earth","$27,520,040",3401,"tt13173908","tvEpisode","After Earth",FALSE,2020,NA,NA,"Comedy"
"Beowulf","$27,515,871",3153,"tt0120604","movie","Beowulf",FALSE,1999,NA,95,"Action,Adventure,Fantasy"
"42","$27,487,144",3003,"tt0453562","movie","42",FALSE,2013,NA,128,"Biography,Drama,Sport"
"Bedtime Stories","$27,450,296",3681,"tt0132708","video","Bedtime Stories",TRUE,1989,NA,NA,"Adult"
"The Final Destination","$27,408,309",3121,"tt10602706","tvEpisode","The Final Destination",FALSE,2016,NA,12,"Sport"
"Jumper","$27,354,808",3428,"tt0173946","video","Jumper",TRUE,1991,NA,80,"Adult,Romance"
"Journey 2: The Mysterious Island","$27,335,363",3470,"tt1397514","movie","Journey 2: The Mysterious Island",FALSE,2012,NA,94,"Action,Adventure,Comedy"
"The Rugrats Movie","$27,321,470",2782,"tt0134067","movie","The Rugrats Movie",FALSE,1998,NA,79,"Adventure,Animation,Comedy"
"Real Steel","$27,319,677",3440,"tt0433035","movie","Real Steel",FALSE,2011,NA,127,"Action,Drama,Sci-Fi"
"Les Misérables","$27,281,735",2814,"tt0000969","short","Les Misérables",FALSE,1909,NA,44,"Drama,History,Short"
"Night School","$27,257,615",3010,"tt0082812","movie","Night School",FALSE,1981,NA,88,"Horror,Mystery,Thriller"
"Encanto","$27,206,494",3980,"tt14302066","short","Encanto",FALSE,2007,NA,17,"Documentary,Short"
"Jack the Giant Slayer","$27,202,226",3525,"tt10087326","tvEpisode","Jack the Giant Slayer",FALSE,2011,NA,NA,"Drama,Short"
"The Bourne Identity","$27,118,640",2638,"tt0094791","tvMiniSeries","The Bourne Identity",FALSE,1988,1988,185,"Action,Adventure,Drama"
"A Madea Family Funeral","$27,062,332",2442,"tt7054636","movie","A Madea Family Funeral",FALSE,2019,NA,109,"Comedy,Drama"
"2 Guns","$27,059,130",3025,"tt1272878","movie","2 Guns",FALSE,2013,NA,109,"Action,Comedy,Thriller"
"Terminator Genisys","$27,018,486",3758,"tt1340138","movie","Terminator Genisys",FALSE,2015,NA,126,"Action,Adventure,Sci-Fi"
"Ender's Game","$27,017,351",3407,"tt1731141","movie","Ender's Game",FALSE,2013,NA,114,"Action,Adventure,Sci-Fi"
"The Departed","$26,887,467",3017,"tt0407887","movie","The Departed",FALSE,2006,NA,151,"Crime,Drama,Thriller"
"Alice Through the Looking Glass","$26,858,726",3763,"tt0060088","tvMovie","Alice Through the Looking Glass",FALSE,1966,NA,72,"Family,Fantasy,Musical"
"Underworld: Evolution","$26,857,181",3207,"tt0401855","movie","Underworld: Evolution",FALSE,2006,NA,106,"Action,Fantasy,Thriller"
"The Curious Case of Benjamin Button","$26,853,816",2988,"tt0421715","movie","The Curious Case of Benjamin Button",FALSE,2008,NA,166,"Drama,Fantasy,Romance"
"Zombieland: Double Tap","$26,803,104",3468,"tt11082738","tvEpisode","Zombieland: Double Tap",FALSE,2019,NA,NA,"Talk-Show"
"Knives Out","$26,769,548",3461,"tt11321474","tvEpisode","Knives Out",FALSE,2019,NA,NA,"Talk-Show"
"Flubber","$26,725,207",2641,"tt0119137","movie","Flubber",FALSE,1997,NA,93,"Comedy,Family,Sci-Fi"
"Dawn of the Dead","$26,722,575",2745,"tt0077402","movie","Dawn of the Dead",FALSE,1978,NA,127,"Horror,Thriller"
"The Sixth Sense","$26,681,262",2161,"tt0068132","tvSeries","The Sixth Sense",FALSE,1972,1972,60,"Drama,Mystery,Thriller"
"Resident Evil: Afterlife","$26,650,264",3203,"tt1220634","movie","Resident Evil: Afterlife",FALSE,2010,NA,96,"Action,Horror,Sci-Fi"
"The House with a Clock in Its Walls","$26,608,020",3592,"tt2119543","movie","The House with a Clock in Its Walls",FALSE,2018,NA,105,"Comedy,Family,Fantasy"
"The Campaign","$26,588,460",3205,"tt0115812","tvMovie","The Campaign",FALSE,1996,NA,110,"Documentary"
"Spy Kids","$26,546,881",3104,"tt0227538","movie","Spy Kids",FALSE,2001,NA,88,"Action,Adventure,Comedy"
"The Pursuit of Happyness","$26,541,709",2852,"tt0454921","movie","The Pursuit of Happyness",FALSE,2006,NA,117,"Biography,Drama"
"Crazy Rich Asians","$26,510,140",3384,"tt11023492","tvEpisode","Crazy Rich Asians",FALSE,2018,NA,NA,"Comedy"
"Borat","$26,455,463",837,"tt0894139","tvEpisode","Borat",FALSE,2006,NA,NA,"Comedy,Talk-Show"
"All Eyez on Me","$26,435,354",2471,"tt10324410","tvEpisode","All Eyez on Me",FALSE,2019,NA,44,"Documentary"
"We're the Millers","$26,419,396",3260,"tt1723121","movie","We're the Millers",FALSE,2013,NA,110,"Comedy,Crime"
"Hollow Man","$26,414,386",2956,"tt0164052","movie","Hollow Man",FALSE,2000,NA,112,"Action,Horror,Sci-Fi"
"Don't Breathe","$26,411,706",3051,"tt3958034","movie","Don't Breathe",FALSE,2014,NA,86,"Documentary"
"Beverly Hills Cop II","$26,348,555",2326,"tt0092644","movie","Beverly Hills Cop II",FALSE,1987,NA,100,"Action,Comedy,Crime"
"The Curse of La Llorona","$26,347,631",3372,"tt10208532","tvEpisode","The Curse of La Llorona",FALSE,2019,NA,8,"Comedy,Talk-Show"
"Bridesmaids","$26,247,410",2918,"tt0096980","tvMovie","Bridesmaids",FALSE,1989,NA,120,"Comedy,Drama"
"Anchorman 2: The Legend Continues","$26,232,425",3507,"tt1229340","movie","Anchorman 2: The Legend Continues",FALSE,2013,NA,119,"Comedy"
"Bolt","$26,223,128",3651,"tt0109314","video","Bolt",FALSE,1995,NA,NA,"Action,Crime,Drama"
"The Suicide Squad","$26,205,415",4002,"tt15165590","tvEpisode","The Suicide Squad",FALSE,2021,NA,NA,"Talk-Show"
"GoldenEye","$26,205,007",2667,"tt0113189","movie","GoldenEye",FALSE,1995,NA,130,"Action,Adventure,Thriller"
"The Golden Compass","$26,125,000",3528,"tt0385752","movie","The Golden Compass",FALSE,2007,NA,113,"Adventure,Family,Fantasy"
"The Help","$26,044,590",2534,"tt0364816","tvSeries","The Help",FALSE,2004,NA,30,"Comedy"
"Happy Death Day","$26,039,025",3149,"tt0509492","tvEpisode","Happy Death Day",FALSE,1998,NA,44,"Drama"
"The Perfect Guy","$25,888,154",2221,"tt0582545","tvEpisode","The Perfect Guy",FALSE,1998,NA,22,"Comedy"
"True Lies","$25,869,770",2368,"tt0111503","movie","True Lies",FALSE,1994,NA,141,"Action,Comedy,Thriller"
"Tropic Thunder","$25,812,796",3319,"tt0942385","movie","Tropic Thunder",FALSE,2008,NA,107,"Action,Comedy,War"
"Evil Dead","$25,775,847",3025,"tt1091487","tvEpisode","Evil Dead",FALSE,2002,NA,50,"Documentary"
"Rocketman","$25,725,722",3610,"tt10367094","tvEpisode","Rocketman",FALSE,2019,NA,NA,"Talk-Show"
"Miami Vice","$25,723,815",3021,"tt0086759","tvSeries","Miami Vice",FALSE,1984,1989,48,"Action,Crime,Drama"
"Captain Phillips","$25,718,314",3020,"tt10086662","tvEpisode","Captain Phillips",FALSE,2019,NA,NA,"Documentary"
"The A-Team","$25,669,455",3535,"tt0084967","tvSeries","The A-Team",FALSE,1983,1987,60,"Action,Adventure,Crime"
"Big Momma's House","$25,661,041",2802,"tt0208003","movie","Big Momma's House",FALSE,2000,NA,99,"Action,Comedy,Crime"
"About Last Night","$25,649,011",2253,"tt0632174","tvEpisode","About Last Night",FALSE,1997,NA,NA,"Comedy"
"V for Vendetta","$25,642,340",3365,"tt0434409","movie","V for Vendetta",FALSE,2005,NA,132,"Action,Drama,Sci-Fi"
"Robin Hood: Prince of Thieves","$25,625,602",2369,"tt0102798","movie","Robin Hood: Prince of Thieves",FALSE,1991,NA,143,"Action,Adventure,Drama"
"Son of God","$25,601,865",3260,"tt0281485","tvSeries","Son of God",FALSE,2001,NA,50,"Documentary"
"Kill Bill: Vol. 2","$25,600,000",2971,"tt0378194","movie","Kill Bill: Vol. 2",FALSE,2004,NA,137,"Action,Crime,Thriller"
"Total Recall","$25,577,758",3601,"tt0100802","movie","Total Recall",FALSE,1990,NA,113,"Action,Adventure,Sci-Fi"
"Battleship","$25,534,825",3690,"tt12630444","tvEpisode","Battleship",FALSE,2020,NA,25,"Comedy"
"Penguins of Madagascar","$25,447,444",3764,"tt1911658","movie","Penguins of Madagascar",FALSE,2014,NA,92,"Action,Adventure,Animation"
"The Visit","$25,427,560",3069,"tt0058724","movie","The Visit",FALSE,1964,NA,100,"Drama"
"The Nutty Professor","$25,411,725",2115,"tt0057372","movie","The Nutty Professor",FALSE,1963,NA,107,"Comedy,Romance,Sci-Fi"
"The Firm","$25,400,000",2393,"tt0095158","tvEpisode","The Firm",FALSE,1989,NA,67,"Drama"
"Madea's Witness Protection","$25,390,575",2161,"tt2215285","movie","Madea's Witness Protection",FALSE,2012,NA,114,"Comedy,Crime,Drama"
"Gnomeo & Juliet","$25,356,909",2994,"tt0377981","movie","Gnomeo & Juliet",FALSE,2011,NA,84,"Adventure,Animation,Comedy"
"Apollo 13","$25,353,380",2197,"tt0112384","movie","Apollo 13",FALSE,1995,NA,140,"Adventure,Drama,History"
"Indiana Jones and the Temple of Doom","$25,337,110",1687,"tt0087469","movie","Indiana Jones and the Temple of Doom",FALSE,1984,NA,118,"Action,Adventure"
"Gone in 60 Seconds","$25,336,048",3006,"tt0071571","movie","Gone in 60 Seconds",FALSE,1974,NA,105,"Action,Crime,Drama"
"Underworld: Awakening","$25,306,725",3078,"tt1496025","movie","Underworld: Awakening",FALSE,2012,NA,88,"Action,Fantasy,Horror"
"Public Enemies","$25,271,675",3334,"tt0034073","movie","Public Enemies",FALSE,1941,NA,68,"Comedy,Crime,Drama"
"Patch Adams","$25,262,280",2712,"tt0129290","movie","Patch Adams",FALSE,1998,NA,115,"Biography,Comedy,Drama"
"Date Night","$25,207,599",3374,"tt0135350","video","Date Night",TRUE,1992,NA,70,"Adult"
"Tomorrow Never Dies","$25,143,007",2807,"tt0120347","movie","Tomorrow Never Dies",FALSE,1997,NA,119,"Action,Adventure,Thriller"
"Meet the Robinsons","$25,123,781",3413,"tt0396555","movie","Meet the Robinsons",FALSE,2007,NA,95,"Adventure,Animation,Comedy"
"Master and Commander: The Far Side of the World","$25,105,990",3101,"tt0311113","movie","Master and Commander: The Far Side of the World",FALSE,2003,NA,138,"Action,Adventure,Drama"
"The Rock","$25,069,525",2392,"tt0117500","movie","The Rock",FALSE,1996,NA,136,"Action,Adventure,Thriller"
"Madea's Big Happy Family","$25,068,677",2288,"tt1647476","video","Madea's Big Happy Family",FALSE,2010,NA,153,"Comedy"
"Dr. Dolittle 2","$25,037,039",3049,"tt0240462","movie","Dr. Dolittle 2",FALSE,2001,NA,87,"Comedy,Family,Fantasy"
"Blue Beetle","$25,030,225",3871,"tt9362930","movie","Blue Beetle",FALSE,2023,NA,127,"Action,Adventure,Sci-Fi"
"Vanilla Sky","$25,015,518",2742,"tt0259711","movie","Vanilla Sky",FALSE,2001,NA,136,"Fantasy,Mystery,Romance"
"Peter Rabbit","$25,010,928",3725,"tt1288534","tvEpisode","Peter Rabbit",FALSE,2009,NA,25,"Adventure,Animation,Family"
"Jack and Jill","$25,003,575",3438,"tt0008143","movie","Jack and Jill",FALSE,1917,NA,50,"Western"
"Skyscraper","$24,905,015",3782,"tt0019398","movie","Skyscraper",FALSE,1928,NA,68,"Drama"
"Flight","$24,900,566",1884,"tt0019884","movie","Flight",FALSE,1929,NA,110,"Action,Adventure,Romance"
"White House Down","$24,852,258",3222,"tt11917308","tvEpisode","White House Down",FALSE,2015,NA,14,"Comedy,Crime"
"A Good Day to Die Hard","$24,834,845",3553,"tt1606378","movie","A Good Day to Die Hard",FALSE,2013,NA,98,"Action,Thriller"
"True Grit","$24,830,443",3047,"tt0065126","movie","True Grit",FALSE,1969,NA,128,"Adventure,Drama,Western"
"The Call of the Wild","$24,791,624",3752,"tt0000654","short","The Call of the Wild",FALSE,1908,NA,16,"Action,Short"
"The Other Woman","$24,763,752",3205,"tt0003245","short","The Other Woman",FALSE,1913,NA,NA,"Drama,Romance,Short"
"Predators","$24,760,882",2669,"tt0216111","videoGame","Predators",FALSE,1996,NA,NA,"\N"
"Zombieland","$24,733,155",3036,"tt11066700","tvEpisode","Zombieland",FALSE,2019,NA,NA,"Comedy"
"10 Cloverfield Lane","$24,727,437",3391,"tt1179933","movie","10 Cloverfield Lane",FALSE,2016,NA,103,"Drama,Horror,Mystery"
"Taken","$24,717,037",3183,"tt0208495","movie","Taken",FALSE,1999,NA,98,"Drama,Thriller"
"The Accountant","$24,710,273",3332,"tt0192956","movie","The Accountant",FALSE,1999,NA,50,"Action,Thriller"
"Collateral","$24,701,458",3188,"tt0369339","movie","Collateral",FALSE,2004,NA,120,"Action,Crime,Drama"
"Congo","$24,642,539",2649,"tt0112715","movie","Congo",FALSE,1995,NA,109,"Action,Adventure,Mystery"
"The Butler","$24,637,312",2933,"tt0204178","short","The Butler",FALSE,1916,NA,NA,"Comedy,Short"
"The Predator","$24,632,284",4037,"tt0711732","tvEpisode","The Predator",FALSE,1981,NA,60,"Action,Crime,Drama"
"Flightplan","$24,629,938",3424,"tt0408790","movie","Flightplan",FALSE,2005,NA,98,"Drama,Mystery,Thriller"
"Knowing","$24,604,751",3332,"tt0366683","short","Knowing",FALSE,2000,NA,NA,"Mystery,Short"
"Christopher Robin","$24,585,139",3602,"tt11023486","tvEpisode","Christopher Robin",FALSE,2018,NA,NA,"Comedy"
"Eraser","$24,566,446",2410,"tt0116213","movie","Eraser",FALSE,1996,NA,115,"Action,Crime,Thriller"
"The Girl on the Train","$24,536,265",3144,"tt14169474","tvEpisode","The Girl on the Train",FALSE,2021,NA,NA,"Talk-Show"
"The Emoji Movie","$24,531,923",4075,"tt11951726","tvEpisode","The Emoji Movie",FALSE,2018,NA,9,"Animation,Reality-TV,Talk-Show"
"Evil Dead Rise","$24,504,315",3402,"tt13345606","movie","Evil Dead Rise",FALSE,2023,NA,96,"Horror"
"Pet Sematary","$24,502,775",3585,"tt0098084","movie","Pet Sematary",FALSE,1989,NA,103,"Fantasy,Horror,Thriller"
"Act of Valor","$24,476,632",3039,"tt14281034","tvMiniSeries","Act of Valor",FALSE,NA,NA,NA,"Documentary"
"Forrest Gump","$24,450,602",1595,"tt0109830","movie","Forrest Gump",FALSE,1994,NA,142,"Drama,Romance"
"Mean Girls","$24,432,195",2839,"tt0377092","movie","Mean Girls",FALSE,2004,NA,97,"Comedy"
"Failure to Launch","$24,411,322",3057,"tt0427229","movie","Failure to Launch",FALSE,2006,NA,97,"Comedy,Romance"
"Race to Witch Mountain","$24,402,214",3187,"tt1075417","movie","Race to Witch Mountain",FALSE,2009,NA,98,"Action,Adventure,Family"
"Contraband","$24,349,815",2863,"tt0015703","movie","Contraband",FALSE,1925,NA,92,"Drama"
"The Chronicles of Riddick","$24,289,165",2757,"tt0296572","movie","The Chronicles of Riddick",FALSE,2004,NA,119,"Action,Adventure,Sci-Fi"
"The Haunted Mansion","$24,278,410",3122,"tt0338094","movie","The Haunted Mansion",FALSE,2003,NA,99,"Comedy,Family,Fantasy"
"The Last Samurai","$24,271,354",2908,"tt0099987","movie","The Last Samurai",FALSE,1990,NA,90,"Action,Adventure,Drama"
"TMNT","$24,255,205",3110,"tt0453556","movie","TMNT",FALSE,2007,NA,87,"Action,Adventure,Animation"
"No Good Deed","$24,250,283",2175,"tt0292610","movie","No Good Deed",FALSE,2002,NA,97,"Crime,Drama,Thriller"
"Barbershop 2: Back in Business","$24,241,612",2711,"tt0337579","movie","Barbershop 2: Back in Business",FALSE,2004,NA,106,"Comedy,Drama"
"Me, Myself & Irene","$24,209,385",3019,"tt0183505","movie","Me, Myself & Irene",FALSE,2000,NA,116,"Comedy"
"Coach Carter","$24,182,961",2524,"tt0393162","movie","Coach Carter",FALSE,2005,NA,136,"Biography,Drama,Sport"
"Maze Runner: The Death Cure","$24,167,011",3787,"tt4500922","movie","Maze Runner: The Death Cure",FALSE,2018,NA,143,"Action,Adventure,Sci-Fi"
"Warcraft","$24,166,110",3400,"tt0803096","movie","Warcraft",FALSE,2016,NA,123,"Action,Adventure,Fantasy"
"Con Air","$24,131,738",2824,"tt0118880","movie","Con Air",FALSE,1997,NA,115,"Action,Crime,Thriller"
"Exodus: Gods and Kings","$24,115,934",3503,"tt11121050","tvEpisode","Exodus: Gods and Kings",FALSE,2019,NA,NA,"Comedy,Reality-TV,Talk-Show"
"White Noise","$24,113,565",2261,"tt0375210","movie","White Noise",FALSE,2005,NA,101,"Drama,Horror,Mystery"
"21","$24,105,943",2648,"tt0155461","short","21",FALSE,1998,NA,NA,"Drama,Short"
"The Conjuring: The Devil Made Me Do It","$24,104,332",3102,"tt14762832","tvEpisode","The Conjuring: The Devil Made Me Do It",FALSE,2021,NA,7,"Comedy,Talk-Show"
"Haunted Mansion","$24,082,475",3740,"tt11168090","tvEpisode","Haunted Mansion",FALSE,2019,NA,NA,"Reality-TV"
"Arrival","$24,074,047",2317,"tt0080383","short","Arrival",FALSE,1980,NA,19,"Documentary,Short"
"Tower Heist","$24,025,190",3367,"tt0471042","movie","Tower Heist",FALSE,2011,NA,104,"Action,Comedy,Crime"
"Pixels","$24,011,616",3723,"tt11280654","tvEpisode","Pixels",FALSE,2015,NA,NA,"Animation,Comedy,Family"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","$24,005,069",3555,"tt0980970","movie","The Chronicles of Narnia: The Voyage of the Dawn Treader",FALSE,2010,NA,113,"Adventure,Family,Fantasy"
"Monster-in-Law","$24,000,000",3424,"tt0369735","movie","Monster-in-Law",FALSE,2005,NA,101,"Comedy,Romance"
"The Fast and the Furious: Tokyo Drift","$23,973,840",3027,"tt0463985","movie","The Fast and the Furious: Tokyo Drift",FALSE,2006,NA,104,"Action,Crime,Thriller"
"The Bad Guys","$23,950,245",4008,"tt15521812","tvEpisode","The Bad Guys",FALSE,1975,NA,NA,"Talk-Show"
